gene.name,BA1,BA2,PBA
Acy3,0,0,1.582646208
Pip5k1b,-0.619924991,0,0.826324931
Dkk1,-0.474112317,-1.458265605,1.91924562
Nudt8,0.657745637,0.696323454,0.619553449
Rab1b,-0.534810896,0,0
Doc2g,2.207205314,1.358382631,2.998097785
Cnih2,0.929230666,1.116246143,2.214545969
Yif1a,-1.948897122,-1.233721011,-0.646255542
Cbwd1,-0.55857959,-1.019581242,-0.886872502
Rin1,-3.31180142,-3.217842161,-2.17593757
Aldh3b1,-2.737568419,0,-1.907497343
Asah2,0,0.672916641,0.807976814
Rce1,-0.57363734,-0.363730491,0
Slc29a2,1.200732366,1.165152105,0.679302054
Pcx,-0.397909241,0,0
2700046G09Rik,0,0,0
Minpp1,0,-0.476030654,0
Apba1,-1.056400867,0,0
Papss2,-2.815355275,-2.312306951,0
Cpt1a,-0.859701969,-0.752135129,0
Peli3,0.920369269,1.567242223,0.994566546
Mrpl11,0.257050569,0,0.401702355
Lao1,0,0,0
Mtl5,0,0,0
Mus81,-0.584897717,0,0
Gal,-2.9450101,0,4.352479603
Ppp6r3,0.398971404,0.450526196,0.198432514
Efemp2,-1.138665756,-0.967310941,-1.017918162
Ctsw,-3.284536496,-3.019048956,0
Fibp,0.319394245,0.70119537,0.768633236
Fosl1,-9.677004492,-8.556050824,-7.030798277
Lrp5,-0.658399817,-0.33312996,-0.520802378
Drap1,-0.60653281,-0.553786753,-0.466255854
Smarca2,0.640064699,1.092295999,0.597945278
Ovol1,0,2.483646851,2.908668743
Vldlr,0,0.655287634,1.281239532
Rnaseh2c,0,0.379626278,0
Kat5,0,0.293543388,0
Rela,-1.360340205,-0.839577959,-1.131228404
Slc1a1,0,0,1.611477748
Kcnk7,0,0,0
Ehbp1l1,-1.512705881,-2.017525486,-1.9567533
Fam89b,0,0,0
Ltbp3,0.854290001,1.954235531,0.549052255
Scyl1,-0.37743434,0,-0.279428663
Capn1,-1.764815292,-2.306017047,-2.786223323
Smc5,0.314777752,0.309067808,0
Arl2,0,0,0
Men1,0,0.28725281,0
Map4k2,0.76708619,1.369130066,1.183141022
Sf1,0.310066818,0.492246329,0
Rps6ka4,-2.048043413,-2.151869589,-1.205839408
Prdx5,-1.541657465,-1.489198755,-1.352117304
Esrra,-2.066021102,-2.098433404,-0.714212409
Kcnk4,0,0,0
Gpr137,-0.595227829,-0.383168421,0
Bad,-0.357268801,-0.36918338,0
Plcb3,0.365285699,0.504024661,0
Vegfb,0,0,0.64416191
Dnajc4,0.443736836,0.683501986,0.798505459
Fermt3,0,0,0
Stip1,-0.402329756,-0.466005837,-0.760471764
Rcor2,3.222893614,3.129590859,2.940490312
Mark2,0,0,0
AI846148,0,0,0
Lgals12,5.337847355,8.848560604,8.599263044
Hrasls5,0,0,0
Smc3,0.267463795,0,-0.566232279
Pdcd4,2.118054116,2.153985543,1.025488095
Shoc2,-0.843619338,-0.776139087,-0.984837292
Gpam,0.64304308,0.88388535,0.452720171
Tectb,0,0,0
Acsl5,0,0,-0.584562207
Zdhhc6,0,0,0
Vti1a,0.384021838,0.681301571,0
Tcf7l2,-0.432776082,0,-0.451522223
Hhex,0,0,1.68978736
Cyp26a1,3.64155128,2.600549689,2.487644691
Cep55,0.863355221,1.18806423,0
Rbp4,0,0,0
Eif3a,-0.171365948,-0.434882758,-1.093979781
Pde6c,0,0,0
Fam45a,0,0,0
Prdx3,0,-0.38229599,0.592475119
Plce1,0,0.487210391,-1.299156914
Noc3l,0,-0.50449924,-0.481369051
Hells,0.63904203,0.822943434,0
Cyp2c55,0,0,0
Cyp2c39,0,0,0
Cyp2c40,0,0,0
Sorbs1,-2.23431545,-2.16320344,-3.024592573
Aldh18a1,0.81535732,0.967424001,0.344211392
Tctn3,1.818024665,1.997790377,1.685649697
Ccnj,1.15697809,0.821738045,0.946399595
Tll2,-1.987991129,-3.086332118,-3.715004303
Dntt,0,0,0
Tm9sf3,-0.485460538,-0.867284349,-1.370597606
Pik3ap1,-4.139140724,-3.040533826,-3.164487497
Lcor,0.402076016,0,-0.651214945
Slit1,0,2.319973553,3.507957674
Smndc1,-0.620681898,-0.723167399,-0.83837846
Mxi1,0,0.486482402,1.039924638
Add3,1.96546401,2.109903195,1.567004413
Xpnpep1,-0.39865339,-0.498079506,0
Trim8,-0.897339155,-1.369452702,-0.352247434
Arl3,0.447956433,0,0
Sfxn2,1.847171888,1.768331316,1.148667961
Maoa,0.527829186,-0.276092168,-1.514246642
Efhc2,0,0,0
Fundc1,0.871376206,0,0.529877592
Nt5c2,0.877986679,0.683848546,0
Dusp21,0,0,0
Msr1,-5.945349785,-5.116144871,-3.666249671
Pdcd11,0,0,0
Taf5,0.521665042,0.394178379,0
Pcgf6,1.690147975,1.222514106,1.032604356
4930542N07Rik,0,0,0
Nr0b1,0,0,0
5430427O19Rik,-3.636695141,-3.299423184,0
Gyk,0.799077611,0,-0.676200213
Slk,0.613583191,0,0
Col17a1,4.23957623,5.000083841,3.309994896
Sfr1,-0.74883648,-0.9623416,-0.992378919
Gsto1,-1.385843734,-1.934492166,-2.367316083
Gsto2,0,0,0
Habp2,0,0,0
Casp7,-0.603643791,-0.433671244,0
Dclre1a,0,0,0
Nhlrc2,0,0.269906036,0
Tdrd1,2.173354241,1.583400041,0
Vwa2,3.091086167,2.928738502,1.565277612
Afap1l2,-0.874251402,0,0
Ablim1,-0.999661539,-0.567078355,-1.380519926
Trub1,1.194521559,1.032882285,0.680096763
Gfra1,0,-0.794771062,0.606931449
1700011F14Rik,0,0,0
Pnliprp2,-4.173169359,-4.821020858,0
Hspa12a,0,0,0
Slc18a2,0,2.504771569,2.832395421
3110040N11Rik,0,0,0
Btbd1,0,-0.489630741,0
Hdgfrp3,1.036969579,0.856665816,0.408495137
Bnc1,0.796150815,1.43010429,-0.446280403
Gcgr,1.752082532,2.300232631,1.950257527
Bhlhe22,0,0,-2.577907385
Ppp1r27,0,0,0
P4hb,-0.812531729,-0.93121351,-0.896398934
Arhgdia,-1.325880002,-1.023662575,-0.714190067
Ints4,0.391078521,0.38090158,0.233825656
Alyref,0,-0.273562401,0
Anapc11,-0.450736593,0,-0.308390708
Pcyt2,0,0.709811902,0
Sirt7,0,-0.345372034,0
Tollip,-0.632053111,-0.603612494,-0.256759627
Pycr1,0.661650751,0.753427458,0.738306717
Myadml2,0,0,0
Aspscr1,0.481178033,0.606176871,0.70750341
Stra13,-1.372642512,-0.711832212,-1.575497646
Lrrc45,0.930269,1.051033387,0.741868126
Mob2,0,0,0.44051254
Cbr2,0,0,-4.416051754
Maged1,0,0.428861875,0.313607662
Fasn,0,0,-0.345950724
Arhgap19,1.080294369,1.326373345,0.760120253
Dus1l,0.485918168,0.459695694,0.445972781
Gps1,0,-0.464801368,0
Zdhhc16,-0.634983934,-0.435701848,-0.372037528
Rfng,0.459064884,0.564525621,0.76356386
Mms19,0,0.309294901,0.253244316
Slc16a3,2.102912261,2.383315845,3.187919584
Csnk1d,0,0,0.311183424
Cd7,0,0,0
Sectm1a,0,0,0
1110031I02Rik,0,0,0
Rab40b,0,-1.199092046,-1.548496108
Ubtd1,-2.163314934,-1.927437271,-1.368567948
Ankrd2,-3.366749806,-4.955333278,-6.528439704
Wdr45l,-0.326235207,-0.615727064,0
Fn3k,0,2.61777869,3.491772444
Hoga1,2.062143694,2.325690551,1.500202104
Pi4k2a,0,0,0.238995405
D19Ertd386e,0,0,0
Loxl4,-6.47436701,-6.075253846,-4.66790673
Hps1,0.990972436,1.384747199,1.181158111
Cnnm1,0,0,0
Got1,0,0,0.744216189
Entpd7,-0.426557405,0,-0.583894612
Cutc,1.018216072,0.698531185,0
Abcc2,0,0,0
Dnmbp,0.361402334,0.899891102,0.509021504
Cpn1,-4.405016602,-8.007889592,4.878568053
Cyp2c44,-11.71856113,-6.018487355,0
Erlin1,0,0,0
Chuk,0,-0.531794938,-0.489490824
Cwf19l1,0,0.346882382,0.407713935
Gm13540,0,0,0
Scd3,0,0,7.863986243
Scd2,0.658488414,0.683263443,0
Ndufb8,0.606920472,0,0.538583615
Sema4g,1.682834162,2.54102852,2.607381148
Mrpl43,-0.530965393,-0.88225519,-0.708477591
Peo1,0.536447294,0.440824565,0.507622925
Sfxn3,-2.521967495,-2.21370579,-1.553378067
Kazald1,0,1.184759744,1.257499917
Tlx1,3.303423337,0,0
Lbx1,-1.268120093,0,1.215726517
Btrc,0.483637657,0.538838604,0.49511648
Poll,0.59104353,0.93372276,1.06288543
Fgf8,5.441471784,2.980083295,3.064527278
Mgea5,0.362581867,0,0
Kcnip2,2.891715613,2.865548063,0
Ldb1,0.204437651,0.526607184,0.839665902
Gbf1,-0.612501991,-0.193969013,-0.837002228
Nfkb2,-2.296679358,-2.333052329,-1.955135277
Fbxl15,0,0,1.151423278
Tmem180,1.664401869,1.92739262,2.000980775
Actr1a,-0.222698555,-0.307388111,0
Pitx3,-1.529440508,-1.587273073,-1.395643334
Sufu,0.241179367,0.295357183,0.298755591
Hexa,-1.736981948,-1.175642239,-0.979466648
Arih1,-0.212791117,-0.284795777,-0.303872147
Bbs4,0.404516121,0.566784547,1.022973891
Adpgk,-0.480324984,0,-0.45042188
Parp6,0.486487896,0.699575044,0.604306256
Limd1,0,0,0.283855265
Sacm1l,0,-0.364693933,-0.388761746
Fyco1,0.649735785,0.732243657,0.428927831
Slc6a20b,0,0,0
Lztfl1,0.730131955,0.846760343,1.025196672
Tbl1x,-0.162117087,0,-0.606285366
Zfhx4,0.822473877,0.79838706,0
Ribc1,0,0,0
Hsd17b10,0,0,0
Huwe1,0.490138832,0.592739475,-0.363882095
Fam120c,0.942127628,0.865858015,0.458118625
Tsr2,-0.397255322,-0.415216518,-0.442483099
Fgd1,0,0,0
Gnl3l,-0.785203478,-1.026668581,-0.803407137
Maged2,0.223916481,0.628424143,0.4173627
Apex2,0,0,0
Alas2,-1.460460003,0,0
Pfkfb1,0,0,0
Tro,-0.249221415,-0.288163008,-0.762828762
Abhd6,0.862560775,0.591680749,0
Flnb,-1.893195382,-2.323728123,-2.017539038
Dnase1l3,0,0,0
Polr3a,0,0,-0.34864818
Sat1,-1.635126282,-2.83933446,-1.411716446
Acot9,-2.682507437,-3.182228896,-2.601073685
4933436I01Rik,0,0,0
Prdx4,1.040462861,0.923781946,0.932189818
Rps24,0.428795595,-0.846183386,0
Ptprj,-1.586019121,-1.267276604,-1.67316088
Banp,0,0,0
Car5a,0,0,0
Jph3,0,0,0
Itgb8,-0.906140944,-0.95499913,-0.665288295
Sp4,1.147600884,1.061809737,0.742631648
Atp10a,-0.485277484,0,-0.89021752
Ube3a,-0.591680785,-0.943774879,-1.259859828
Padi3,3.647734816,4.278073294,0
Padi1,0,0,0
Padi4,0,0,0
Kdm5c,-0.3495691,-0.307202645,-0.520681462
Gpr143,0,0,0
Sbds,-1.216474238,-1.22202658,-1.110947872
Rabgef1,-1.231999888,-1.156828187,-1.042039366
Mettl7b,0,0,0
Itga7,-2.298387727,-2.409486731,-2.625016906
Rdh5,1.78414514,1.154842119,1.405777113
Cd63,-2.121665346,-1.940996458,-1.98767121
Gdf11,0.709740741,0.471916071,0.280286288
Ormdl2,0,-0.684032181,0
Dnajc14,-0.199527509,-0.232568965,0
Mmp19,-2.301042329,-3.057840745,0
Dgka,-0.67474054,-0.612206005,0
Cdk2,0.509689164,0.502677021,0.386669616
Pmel,-1.013179271,0,0
Rps26,-1.220318227,-0.914266242,-0.845684817
Pa2g4,-0.952730034,-1.144640905,-1.231690314
Esyt1,-1.99725234,-1.950483757,-1.452625912
Smarcc2,0.85563667,1.301675199,0.530861266
Cdh9,2.844913619,0,1.608848533
Chmp6,0,0.358398587,0
Baiap2,-2.216696671,-1.94244245,-1.26780945
Rnf41,-1.539813739,-1.372102959,-0.992623522
Obfc2b,-1.128780814,-0.818963351,-1.098277604
Aatk,1.049594588,1.947679598,1.026528883
2410002I01Rik,-0.280762556,0,0.306245801
Fscn2,0,0,0
Cnpy2,0.30815013,0.342825067,0.358522846
Il23a,0,0,0
2310003H01Rik,0.677653972,0.889028063,1.212075868
Pde6g,0,0,0
Mip,-2.832639592,0,0
Atp5b,-0.609082882,-0.831529928,0
Prim1,1.597617282,1.747028246,1.023927938
Hsd17b6,0,0,0
Tac2,-1.553276311,0,4.368742913
Myo1a,0,0,0
Nab2,-2.698552666,-2.278186267,-2.198015971
Shmt2,0,0,0.219700076
R3hdm2,0,0.330409904,-0.478703676
Inhbc,0,0,0
Gli1,5.521095238,5.677087613,6.933043738
Ddit3,-1.895438647,-1.770257403,-1.419253198
Mbd6,0,0.459022521,0
Dctn2,-0.240646627,0,0
Ttc4,0.739568319,0.606675713,0.298831848
Pip4k2c,-0.927191899,-0.760829024,-0.383423439
Bsnd,0,0,0
Katnal2,2.67787409,2.045187931,2.176097077
Hdhd2,-0.332443366,-0.531395866,-0.469732188
Agap2,0,0,0
Pias2,0,0,-0.430801399
St8sia5,0,3.04383962,0
Rnf165,0.941544533,0.837213716,1.75724987
Atp5a1,0,0,0
Pstpip2,-1.626125225,0,-1.978951811
Crisp1,0,0,0
Avil,-2.045836508,-1.401448152,-2.389035852
Crisp3,0,0,0
Xrcc6bp1,0.598991717,0,0
Usp33,0,0,0.211246118
Clns1a,0.453483229,0,0.389594246
Gm9752,0,0,0
Paip1,0,-0.267533889,-0.285977913
Nnt,0.489304372,0.495531442,0
Cd163l1,0,0,0
Paox,1.675045205,1.418608959,0
Echs1,1.304942644,1.041847513,1.533406435
1810014F10Rik,1.147556069,0.935126825,1.673358235
Prap1,0,0,0
Caly,8.821336434,0,0
Msx3,0,0,0
Zfp511,-0.565914944,-0.558827123,-0.342075094
Adam8,-2.288381431,0,-1.952492998
Tubgcp2,0.265664828,0.634669665,0.482824125
Gpr123,-3.439064993,-4.465690062,0
Inpp5a,-0.685350461,-0.831630116,-0.398395903
Dpysl4,2.057662198,2.104736411,2.028952519
Cyp2e1,0,0,0
Syce1,0,0,0
1190003J15Rik,0,0,3.182951181
Odf3,0,0,0
Bet1l,-1.501622255,-1.242373501,-0.703773695
Ric8,-0.982759867,-1.070998005,-0.488302833
Sirt3,0,0,1.560939388
Psmd13,-0.237439148,-0.276888155,-0.336741071
Cox8b,0,0,0
Ifitm5,1.758710074,2.879667791,2.255330244
Ifitm1,1.227664686,2.752172386,2.449117204
Ifitm3,-3.525759698,-3.206568055,-3.039583244
Sigirr,2.140850354,2.638192331,5.774896729
Ptdss2,0,0,0
Drd4,0,0,0
Cdhr5,-4.776181633,-3.845740444,-3.885686116
Irf7,-7.14473331,-5.514427443,-6.196046683
Hras1,-1.635324198,-1.521245453,-1.454075413
1600016N20Rik,2.901726285,2.979541226,3.03830947
Taldo1,-0.410504794,-0.436237502,-0.33040451
Eps8l2,3.182378193,2.603248886,1.803928308
Tmem80,0,0.509379002,0
Lrdd,-1.764234877,-1.187344368,-1.171606744
Rplp2,0.553212951,0,0
Pnpla2,-2.067160279,-1.550004507,-0.826469255
Cd151,-1.454833513,-1.515898061,-0.432342274
Tspan4,-2.531953443,-2.054187203,-1.358116876
Chid1,-0.435174806,0,0
Muc2,0,0,0
Tktl2,0,0,0
Tmem192,-2.35619704,-1.82000907,-1.217415497
Apool,0.601151614,0.46207325,0.351316226
Satl1,0,0,0
2010106E10Rik,0,0,0
Zfp711,1.019644722,0.796039876,0
Chm,0,-0.295625911,-0.606354219
Crcp,-0.729377886,-0.79435519,-0.824896767
Asl,0,-0.377080968,-0.452889482
Gusb,-0.959105235,-0.726940035,-0.586312166
4930579G22Rik,0,0,4.478523147
Phkg1,0,0,0
Sumf2,0,0,0.444572763
Tm9sf2,-0.563436045,-0.808206683,-0.706189519
Clybl,1.343663572,1.652151983,2.030599963
Fgf14,0,0,0
Farp1,0.344036625,1.002412557,-0.466649749
Slc15a1,0,0,0
Dock9,0.85857897,1.028134766,1.6299432
Tnrc6c,0,0.472949402,-0.184156076
Tmc6,1.271206572,1.182076347,1.639197716
6030468B19Rik,0,0,0
Tk1,1.527957427,1.883691577,1.19912209
Cant1,-0.273243644,0,0
Rbfox3,2.153247572,0,0
Cbx2,2.38367744,2.430927428,2.104362007
Cbx8,0.362585405,0.484181269,-0.446754938
Gaa,-0.616061071,0,0
Eif4a3,0,-0.236835746,0
Nptx1,-1.246782172,-2.867875414,-2.006252916
Rptor,0,0,-0.307425153
Pde8a,-0.6326263,0,0.761764325
Cpeb1,-4.312523493,-4.72454363,-2.853746471
Nat1,0,0,0
1810029B16Rik,0,-0.637469742,-0.601825893
Dach2,2.3533567,2.688076487,3.388795794
Klhl4,6.459908171,6.7792237,4.508812825
Zfp202,0.356622418,0,0
Copg2,1.646539233,1.299052752,1.336719272
Podxl,3.248456554,3.401012413,1.804059227
Mkln1,0.186226568,0,0
ORF63,-4.957623208,-4.270309096,-4.969628302
Bach1,-0.419302655,-0.720784538,-0.618247707
Cct8,-0.412671351,-1.019030252,-1.166066765
Usp16,0,-0.278660906,-0.454244744
Phf6,1.319688478,1.120229157,1.088376643
Hprt,-1.435563314,-1.572811402,-0.917373326
Gm7628,0,0,0
Ccdc51,0,0,0
Atrip,0.810015812,0.882776271,0.78626319
Shisa5,-2.295758876,-1.961463692,-1.195257777
Pfkfb4,1.031291287,1.411654085,1.065461211
Col7a1,1.923748782,0,-0.979543079
Uqcrc1,-0.675621216,-0.371473974,-0.258787087
Tmem89,0,0,0
Arhgef9,0.653784725,1.279178466,0.497337811
Cnksr2,0.554335342,0,0
Rps6ka6,1.655077252,1.213595313,1.591789147
Tmem47,-0.430379617,-0.782945425,-0.50453405
Alox5,-4.026022775,-3.461390428,-2.65495751
Mar-08,0,0,0
Myo3a,0,0,0
Wdr73,0.662876972,0,0.858937624
Nmb,2.730611296,1.646481847,2.335664294
Sec11a,-0.654062366,-0.91999819,-0.720002778
Slc28a1,-4.716713133,0,0
A930017K11Rik,0,0,0
Pigq,0.24508944,0.928143265,0.811293967
Rab40c,-0.977155878,-0.822753156,0
0610011F06Rik,0.461870494,0.917757762,1.186529738
Fam195a,0,0,2.096277309
Rhot2,0.646945585,0.774990802,0.738549357
Rhbdl1,0,1.337980493,1.352256841
Jmjd8,1.169498211,1.697025703,0.993877563
Wdr24,0,0,0.577664073
Fbxl16,0.542581675,0.606135225,0.504485064
Gng13,0,0,0
Prps2,-1.302813573,-1.354786065,-0.780451024
Sdc3,-0.792888604,-0.504263403,0
Hadha,0,0.195199106,0.182356762
Il6,-8.425261263,-8.209413961,-7.650654028
Tyms,0.635083125,1.033016294,0.334948804
Agbl1,0,0,0
Hspa4l,-2.127380005,-2.334342713,-1.552676212
Plk4,0.850537478,0.843289851,0
Mfsd8,0.522847204,0,0
Larp1b,0,0,0
Phf17,-0.626926917,0,-1.008616477
D3Ertd751e,3.440961879,3.500959401,1.347148458
Crisp4,0,0,0
Crispld1,1.680215568,2.070634865,1.959506021
Gdap1,0,0,0
Ly96,0,-1.112874316,-1.569167225
Itih5,3.315404144,2.973102372,3.309307426
Atp5c1,0.201818587,-0.184186366,0.179120338
Taf3,-0.814651475,-0.398831411,-0.487436956
4930412O13Rik,0,-1.372080111,1.459314711
Clec3b,0,0,0
Exosc7,0.518322601,0.371081942,0.512035074
Zdhhc3,0,0,0.213603884
Tgm4,0,0,0
St8sia2,-1.314529373,-0.398583687,-0.964145592
Slco3a1,-1.60165259,-1.204232053,-1.017954241
Pgm2,-0.446441083,-0.519620007,1.028839413
Slc25a10,0,0,0
Hgs,-0.718425338,-0.319892288,-0.36429329
Rpl14,0,0,0
Rassf3,0.301533992,0,-0.537475571
Ccr1,0,0,0
Ccdc7,0,0,0
Itgb1,-1.861886573,-2.262861028,-1.71035456
Nrp1,-1.299764995,-0.584469803,-1.313750257
Pard3,-0.4041961,-0.200027763,-0.526890421
Homer2,0.794618758,0.493639733,0.553687306
Dhtkd1,2.020480915,1.98634891,1.766852673
Sec61a2,-0.382043231,-0.267464457,-0.318980657
Nudt5,0.239047975,0,0
Zfp282,0,0,0
Pdia4,0,0,-0.54980179
Iscu,-0.512291591,-0.468634576,0
Pramel6,0,0,0
Pramel7,0,0,0
Fam20c,-4.259754969,-2.858607459,-2.566970808
Prkar1b,-1.426821911,-1.315559428,-0.503814183
Pdgfa,-0.53153642,-0.345996379,0
Heatr2,-0.472694486,-0.476758479,-0.276460253
Get4,0,-0.425757015,0
Xiap,0.471667044,0.35943381,-0.228582359
Stag2,0,-0.386900804,-0.752982908
Cplx2,1.902591039,1.372438042,0.726179446
Higd2a,0,-0.36254801,0.265446264
Nop16,-0.452433154,-0.757885009,-0.350495359
Arl10,-1.333525306,-1.083692351,-0.525836725
4833439L19Rik,-0.284958932,-0.248178275,-0.273371706
Thoc3,-0.341763944,-0.232151365,0
Faf2,-0.5357425,0,-0.677662376
Tspan17,0,0,0
Unc5a,0,2.720210657,1.556190173
Hk3,-4.092303635,-3.310531231,-3.48923159
Uimc1,0.464654928,0.446973688,0
Smad7,-1.547218738,-2.032525355,-0.66745
Myo5b,-0.936686822,-1.090199887,-2.057246435
Casp12,-7.825955284,0,0
Casp1,-4.044806984,-2.917457321,-4.073392987
Snca,-1.953301764,-0.793772955,-1.578981769
Gria4,0,0,0
Kbtbd3,1.873696904,1.714911665,1.020565965
Aasdhppt,0,-0.552419343,-0.627120843
Cwf19l2,0.83301847,0.400246218,0
Alkbh8,0,-0.312730007,-0.565570886
Rp1,0,0,0
Sox17,4.46681589,4.281862204,3.308350121
Lypla1,0.569508518,0.261458866,0.288484363
Oprk1,0,0,0
Rb1cc1,-0.515114326,-0.613630946,-0.991385092
Sntg1,0,0,0
Adhfe1,0,0,0
Mybl1,-1.67090895,-0.926733213,-1.582192996
Sgk3,1.184427956,1.623977773,1.640960412
Ppp1r42,0,0,0
Cops5,0,0,0.230935316
Stau2,0,0,0
Rdh10,-0.906836348,-0.650006003,0
Gm5045,0,0,0
Terf1,1.056415839,0.980661708,0
Tfap2b,2.844547803,3.739618278,1.535224042
Il17a,0,0,0
Msc,4.117374694,2.616515859,2.436657956
Paqr8,0,0,-0.832316911
Eya1,0,0,0
Tmem14a,-0.720403198,-0.779416488,0
Gsta3,0,0,0
Tram1,0,-0.383106775,-0.37947847
Gm4956,0,0,0
Lactb2,0.435649043,0,0
Slco5a1,0.842322726,0.787569151,-0.538133323
Ube2w,-0.513713531,-0.39933503,-0.262743298
Tmem70,0,-0.627805859,0
Crygf,0,0,0
Pth2r,0,0,0
Pikfyve,0,0,-0.603901632
Idh1,0.384022968,0.574642192,0
Crygc,0,0,0
Akr1cl,0,0,2.936579791
Mettl21a,0,0,0
Creb1,0.845076481,0.669547876,0.363602426
Klf7,-1.609755395,-1.327553004,-2.169654516
4933402D24Rik,0,0,0
Fastkd2,0,0,0
Mdh1b,0,0,0
Adam23,0,0,-0.467565043
Eef1b2,0.226110441,-0.419156578,-0.187152021
Ndufs1,0,0,0.261853901
Nrp2,-0.662192527,0,-1.198843065
9430016H08Rik,-0.432850157,-0.430651132,0
Boll,0,0,0
Rftn2,0.91660358,1.494251168,1.354564219
Mob4,0,-0.604189489,0
Hspd1,-0.350112632,-0.922861113,-1.086445931
Coq10b,-1.909897159,-2.592268868,-1.624011569
Sf3b1,0.527613296,0.325126002,0.334070614
Ccdc150,3.502303271,2.721601975,5.103834056
Slc39a10,0.611623469,0.347473396,0.424338794
Cps1,-3.828818083,-2.522828013,0
Slc40a1,-1.046914334,0,0
Wdr75,0.28827653,0,0
Ikzf2,1.436537666,0,0
Lancl1,0,0,0
Acadl,-0.470387106,-0.924638924,-0.773997845
1110028C15Rik,1.567223847,1.159094598,0.68854763
Rpe,-0.937954513,-1.426798237,-1.289160516
Icos,0,0,0
Ctla4,0,0,0
Cd28,-4.478293805,-4.759546245,-2.823170322
Raph1,0,-0.71769763,0.327869176
Carf,1.544220364,1.058235924,0.741308336
Ica1l,3.369487801,2.608244764,0
Wdr12,0,-0.655913168,-0.433133642
Nop58,-0.503035054,-0.868584582,-1.053207143
Sumo1,0,-0.728427626,-0.608935819
Cdk15,0,0,-2.297949596
Als2,-1.409259138,-0.566481664,-0.549211623
Stradb,0,0,0
Trak2,-0.998689807,-0.93060547,-0.539430306
Casp8,0,0,0.83067613
Cflar,-0.683982255,-0.798027912,-0.815789775
Ndufb3,-0.845888285,-0.625088767,-0.81563445
Clk1,0.854799717,0.711691905,0.51784027
Ppil3,-0.724970468,-0.957481644,0
Nif3l1,0.629667478,0.264227609,0.418435606
Orc2,0,-0.483199396,-0.473215461
Sgol2,1.087628381,1.251164534,0
Col5a2,-2.812154317,-2.878292394,-2.567765242
Col3a1,0,0,0
Kdelc1,0,0,0
Ercc5,-0.938624846,-0.91690122,-1.102264411
1700029F09Rik,0,0,0
1500015O10Rik,0,0,0
Khdrbs2,1.460997972,0,2.131465976
Slc9a2,-2.588680693,-1.811695752,0
4930521A18Rik,0,0,0
Ptp4a1,0,-0.763934124,0
Slc9a4,0,0,0
Il18rap,-3.527251256,-5.4413795,0
Il1rl1,-6.790488736,-5.478166466,-2.43518728
Il18r1,0,0,0
Il1r1,-3.171770011,-3.343210792,-2.6010996
Il1r2,0,0,0
Map4k4,-0.728195897,-0.694328731,-1.173110197
Npas2,-1.537812568,0,1.256103627
Pdcl3,-1.075194996,-1.09145978,-1.283029527
Chst10,0.493696962,1.087842843,1.21214803
Rev1,-0.335589029,-0.477687149,-0.555796186
Eif5b,-0.678153819,-0.829795974,-1.215495063
Lyg1,0,0,0
Mrpl30,0,-0.417811509,0
Mitd1,0,0,0
2010300C02Rik,0,1.998011651,2.544642746
Stk17b,-1.42901749,-1.975983782,-0.890095993
Asnsd1,0.82562583,0.516839993,0.610771543
Osgepl1,1.097493708,0.935318798,0.877402265
Ormdl1,0.569339047,0.457564398,0.481660023
Pms1,1.730372641,1.595389449,1.19526473
Mstn,-2.2649963,-3.100124332,-4.04350105
Inpp1,-1.249177158,-0.655735048,-0.50726484
Gls,0,-0.460966499,-0.429348554
Stat1,-2.290302232,0,-2.271223982
Obfc2a,-2.106291541,-2.221123514,-0.765577089
Tmeff2,-2.297923043,-1.281836239,-1.684996652
Mgat4a,1.219058552,1.088206048,1.251600248
Unc50,0,0,0
6330578E17Rik,-0.513142781,-0.644853209,0
Inpp4a,-0.316879057,0,0
Cnga3,0,0,0
Vwa3b,0,0,0
Tmem131,-0.419586471,-0.308628191,-0.712572202
Zap70,0,0,0
Sema4c,0.707892526,0.778481211,1.121420677
Plekhb2,-0.628356472,-0.601530691,0
Cfc1,0,0,0
Prss39,0,0,0
Ptpn18,0,0,1.441262681
Imp4,-0.506617494,-0.683493141,-0.556547662
Dst,0,0,-1.111391644
Prim2,0.336326887,0.427788853,0.318911503
Zfp142,-0.320734407,0,-0.332113326
Col19a1,-4.067157587,-4.910990139,-7.097897074
Rhbdd1,-1.313471616,-0.898735559,-0.977620904
Col9a1,1.877849467,3.13001489,2.590988835
Tm4sf20,0,0,0
Mff,0,-0.229070178,0.436026309
Fam135a,0.692859252,0.710414875,0.38262804
1110058L19Rik,1.63260083,1.076655537,2.159603689
Smap1,0,0,0
B3gat2,0,-2.212806624,0
Ogfrl1,1.045126107,1.098969265,1.159975942
Agfg1,-0.590646834,-0.815054364,-0.520800151
Nhej1,0,0,0
Sphkap,1.30770792,3.002022397,2.749778769
Ccl20,0,-8.515641584,-9.289212124
Wnt10a,0,0,0
Cyp27a1,3.264750477,4.036633478,3.388846258
Rnf25,-0.276291509,0,0.22580037
Bcs1l,0,0,0
Plcd4,-3.688119807,-2.689352078,0
Rqcd1,0.261836177,0.430069366,0
Vil1,0,0,0
Ctdsp1,0,0.49666771,0.289609197
Slc11a1,-5.611130564,-4.354539438,-4.75126801
Pnkd,0.936908561,1.461917727,1.111648307
Cxcr2,0,0,0
Ppm1f,-0.248981239,-0.243986348,0
