gene.name,BA1,BA2,PBA,BIO,BIOw1,BIOw2,MUT1,MUT2,MUT3
Rpl17-ps3,0,0,0,0,0,0,0,0,0
Olfr810,0,0,0,0,0,0,0,0,0
Olfr764,0,0,0,0,0,0,0,0,0
Olfr9,0,0,0,0,0,0,0,0,0
Gm8444,0,0,0,0,0,0,0,0,0
Dsg1a,0,0,0,0,0,0,0,0,0
Rdh16,0,0,0,0,0,0,0,0,0
Gm6020,0,0,0,0,0,0,0,0,0
Zfp616,0,0,0,0,0,0,0,0,0
Epc2,0,0,0,0,0,0,0,0,0
Lyz1,0,0,0,0,0,0,0,0,0
Lyz2,0,0,0,0,0,0,0,0,0
Gm10271,0,0,0,0,0,0,0,0,0
Tmem19,0,0,0,0,0,0,0,0,0
Scyl2,0,0,0,0,0,0,0,0,0
Gm4925,0,0,0,0,0,0,0,0,0
I830134H01Rik,0,0,0,0,0,0,0,0,0
Dazap1,0,0,0,0,0,0,0,0,0
C330046G03Rik,1,1,1,0,0,0,0,0,0
Krtap10-4,0,0,0,0,0,0,0,0,0
Krtap12-1,0,0,0,0,0,0,0,0,0
Gm10272,0,0,0,0,0,0,0,0,0
Gm11733,0,0,0,0,0,0,0,0,0
Ank3,0,0,0,0,0,0,0,0,0
Cd300lh,0,0,0,0,0,0,0,0,0
Gm11710,0,0,0,0,0,0,0,0,0
Dppa5b,0,0,0,0,0,0,0,0,0
Gm10273,0,0,0,0,0,0,0,0,0
Strada,0,0,0,0,0,0,0,0,0
Pex11c,1,1,0,0,0,0,1,0,0
Gm3699,0,0,0,0,0,0,1,0,0
Marcks,0,0,0,0,0,0,0,0,0
Sult3a1,0,0,0,0,0,0,0,0,0
Nkain2,0,0,0,0,0,0,0,0,0
Nkain2,0,0,0,0,0,0,0,0,0
Pcgf1,0,0,0,0,0,0,0,0,0
Gm10275,0,0,0,0,0,0,1,0,0
Taar7e,0,0,0,0,0,0,0,0,0
Taar7d,0,0,0,0,0,0,0,0,0
Taar7b,0,0,0,0,0,0,0,0,0
Taar5,0,0,0,0,0,0,0,0,0
Taar4,0,0,0,0,0,0,0,0,0
Taar3,0,0,0,0,0,0,0,0,0
4930444G20Rik,0,0,0,0,0,0,0,0,0
4933406P04Rik,0,0,0,0,0,0,0,0,0
Gm11568,0,0,0,0,0,0,0,0,0
Gm11563,0,0,0,0,0,0,0,0,0
4930572O03Rik,0,0,0,0,0,0,0,0,0
Krtap3-2,0,0,0,0,0,0,0,0,0
Krtap3-3,0,0,0,0,0,0,0,0,0
Gm5595,0,0,0,0,0,0,0,0,0
Arid1b,0,0,0,0,0,0,0,0,0
Ube2u,0,0,0,0,0,0,0,0,0
Zfp820,1,1,1,0,0,0,0,0,0
Psmb3,0,0,0,0,0,0,1,0,0
Zfp125,0,0,0,0,0,0,0,0,0
Tmem100,1,1,1,1,1,1,0,0,0
Msi2,0,0,0,0,0,0,0,0,0
Gm11444,0,0,0,0,0,0,0,0,0
Gm11428,0,0,0,0,0,0,0,0,0
Slfn9,1,1,0,1,0,1,0,0,0
Gm11426,0,0,0,0,0,0,0,0,0
Gm10277,0,0,0,0,0,0,0,0,0
Fbp1,0,0,0,0,0,0,0,0,0
Cacng7,0,0,0,0,0,0,0,0,0
Fam57a,0,0,0,0,0,0,0,0,0
E130309D14Rik,0,0,0,0,0,0,0,0,0
Olfr23,0,0,0,0,0,0,0,0,0
Olfr390,0,0,0,0,0,0,0,0,0
Olfr382,0,0,0,0,0,0,0,0,0
Olfr1,0,0,0,0,0,0,0,0,0
Olfr377-ps1,0,0,0,0,0,0,0,0,0
Spata22,0,0,0,0,0,0,0,0,0
Nlrp1a,0,0,0,0,0,0,0,0,0
Ahnak,0,0,0,0,0,0,0,0,0
Sat2,0,0,0,0,0,0,0,0,0
Sco1,0,0,0,0,0,0,0,0,0
Slc47a2,0,0,0,0,0,0,0,0,0
Gm10279,0,0,0,0,0,0,1,0,0
Pabpn1l,0,0,0,0,0,0,0,0,0
4930438A08Rik,0,0,0,0,0,0,0,0,0
Irgm2,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0
Gm10281,0,0,0,0,0,0,0,0,0
1700024J04Rik,0,0,0,0,0,0,0,0,0
9930111J21Rik2,0,0,0,0,0,0,0,0,0
9930111J21Rik1,0,0,0,0,0,0,0,0,0
Atxn1l,0,0,0,0,0,0,0,0,0
Gm12166,0,0,0,0,0,0,0,0,0
Ccdc99,0,0,0,0,0,0,0,0,0
Fam196b,1,1,1,0,0,0,0,0,0
Anp32-ps,0,0,0,0,0,0,0,0,0
Hba-a2,0,0,0,0,0,0,0,0,0
Hba-a1,0,0,0,0,0,0,0,0,0
B3gnt9-ps,0,0,0,0,0,0,0,0,0
Ces3a,0,0,0,0,0,0,0,0,0
4932416K20Rik,0,0,0,0,0,0,0,0,0
Gm12070,0,0,0,0,0,0,0,0,0
Gm5356,0,0,0,0,0,0,0,0,0
4933402J07Rik,0,0,0,0,0,0,0,0,0
Gm10159,0,0,0,0,0,0,0,0,0
Gm8054,0,0,0,0,0,0,0,0,0
Gm7125,0,0,0,0,0,0,0,0,0
Olfr372,0,0,0,0,0,0,0,0,0
Fcho1,1,1,1,0,0,0,0,0,0
Ell,0,0,0,0,0,0,0,0,0
Ssbp4,0,0,1,0,0,0,1,0,0
Gm10283,0,0,0,0,0,0,0,0,0
Gm10284,0,0,0,0,0,0,0,0,0
Sp140,0,0,0,0,0,0,0,0,0
Sp110,0,0,0,0,0,0,0,0,0
Gm4885,0,0,0,0,0,0,0,0,0
Fam149a,0,0,0,0,0,0,0,0,0
Fat1,0,0,0,0,0,0,0,0,0
Mfhas1,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
Snora33,1,0,0,0,0,0,0,0,0
Mir451,0,0,0,0,0,0,0,0,0
Mir465,0,0,0,0,0,0,0,0,0
Mir433,0,0,0,0,0,0,0,0,0
Mir470,0,0,0,0,0,0,0,0,0
Mir484,0,0,0,0,0,0,0,0,0
Mir490,0,0,0,0,0,0,0,0,0
Mir127,0,0,0,0,0,0,0,0,0
Mir491,0,0,0,0,0,0,0,0,0
Mir463,0,0,0,0,0,0,0,0,0
Mir431,0,0,0,0,0,0,0,0,0
Mir505,0,0,0,0,0,0,0,0,0
Mir486,0,0,0,0,0,0,0,0,0
Mir466,0,0,0,0,0,0,0,0,0
Mir362,0,0,0,0,0,0,0,0,0
Mir341,0,0,0,0,0,0,0,0,0
Mir455,0,0,0,0,0,0,0,0,0
Mir488,0,0,0,0,0,0,0,0,0
Mir471,0,0,0,0,0,0,0,0,0
Mir495,0,0,0,0,0,0,0,0,0
Mir363,0,0,0,0,0,0,0,0,0
Mir489,0,0,0,0,0,0,0,0,0
Mir500,0,0,0,0,0,0,0,0,0
Mir497,0,0,0,0,0,0,0,0,0
Mir504,0,0,0,0,0,0,0,0,0
Gm10286,0,0,0,0,0,0,0,0,0
Mir199a-2,0,0,0,0,0,0,0,0,0
Mir146b,0,0,0,0,0,0,0,0,0
Mir485,0,0,0,0,0,0,0,0,0
Mir136,0,0,0,0,0,0,0,0,0
Mir328,0,0,0,0,0,0,0,0,0
Mir434,0,0,0,0,0,0,0,0,0
Mir496,0,0,0,0,0,0,0,0,0
Mir452,0,0,0,0,0,0,0,0,0
Mir532,0,0,0,0,0,0,0,0,0
Mir483,0,0,0,0,0,0,0,0,0
Mir494,0,0,0,0,0,0,0,0,0
Mir1a-1,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
n-R5s152,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
SNORA21,0,0,0,0,0,0,0,0,0
SNORA57,0,0,0,0,0,0,0,0,0
U3,0,0,0,0,0,0,0,0,0
SNORA71,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
n-R5s71,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U3,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
n-R5s58,0,0,0,0,0,0,0,0,0
U1,0,0,0,0,0,0,0,0,0
n-R5s211,0,0,0,0,0,0,0,0,0
n-R5s210,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
n-R5s27,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
n-R5s13,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
n-R5s33,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U5,0,0,0,0,0,0,0,0,0
Y_RNA,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U5,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U3,0,0,0,0,0,0,0,0,0
U1,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U3,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
U5,0,0,0,0,0,0,0,0,0
U6,0,0,0,0,0,0,0,0,0
Gm13268,0,0,0,0,0,0,0,0,0
Slc22a14,0,0,0,0,0,0,0,0,0
3000002C10Rik,1,1,1,0,0,0,0,0,0
Ndufaf3,1,1,1,0,0,0,1,0,0
Gmppb,0,0,0,0,0,0,0,0,0
BY080835,0,0,1,0,0,0,0,0,0
Tmem22,0,0,0,0,0,0,0,0,0
Rpl7a-ps10,0,0,0,0,0,0,0,0,0
Ddx43,0,0,0,0,0,0,0,0,0
Trcg1,0,0,0,0,0,0,0,0,0
Scn2b,1,1,1,0,0,0,0,0,0
Mpzl3,0,0,0,0,0,0,0,0,0
Ccdc153,0,0,0,0,0,0,0,0,0
Gm4893,0,0,0,0,0,0,0,0,0
Olfr895,0,0,0,0,0,0,0,0,0
Olfr143,0,0,0,0,0,0,0,0,0
Olfr894,0,0,0,0,0,0,0,0,0
Olfr893,0,0,0,0,0,0,0,0,0
A630095E13Rik,0,0,0,0,0,0,0,0,0
4930581F22Rik,1,1,1,0,0,0,0,0,0
Eif3g,0,0,0,0,0,0,1,0,0
Mmp27,0,0,0,0,0,0,0,0,0
Fbxw22,0,0,0,0,0,0,0,0,0
Rnf213,0,0,0,0,0,0,0,0,0
Cldn27,0,0,0,0,0,0,0,0,0
Qrich2,0,0,0,0,0,0,0,0,0
4933422H20Rik,0,0,0,0,0,0,0,0,0
Krtap31-1,0,0,0,0,0,0,0,0,0
Krtap9-1,0,0,0,0,0,0,0,0,0
Fbxo47,0,0,0,0,0,0,0,0,0
Gpr179,0,0,0,1,0,1,0,0,0
Gm10287,0,0,0,0,0,0,0,0,0
Gm10288,0,0,0,0,0,0,1,0,0
Hsf5,0,0,0,0,0,0,0,0,0
Ccnd1,1,1,1,0,0,0,0,0,0
Evi2b,0,0,0,0,0,0,0,0,0
E030019B06Rik,0,0,0,0,0,0,0,0,0
Amy2a1,0,0,0,0,0,0,0,0,0
Ppapdc1a,0,0,0,0,0,0,0,0,0
Prok1,0,0,0,0,0,0,0,0,0
Itgad,0,0,0,0,0,0,0,0,0
Prss36,0,0,0,0,0,0,1,0,0
Capza1,0,0,0,0,0,0,0,0,0
Olfr59,0,0,0,0,0,0,0,0,0
Olfr406-ps,0,0,0,0,0,0,0,0,0
Olfr43,0,0,0,0,0,0,0,0,0
Olfr403,0,0,0,0,0,0,0,0,0
Olfr402,0,0,0,0,0,0,0,0,0
Olfr401,0,0,0,0,0,0,0,0,0
Olfr391-ps,0,0,0,0,0,0,0,0,0
Olfr389,0,0,0,0,0,0,0,0,0
Ampd1,0,0,0,0,0,0,0,0,0
Fbxo39,0,0,0,0,0,0,0,0,0
Nlrp1b,0,0,0,0,0,0,0,0,0
Hist2h3c1,0,0,0,0,0,0,0,0,0
1810027O10Rik,0,0,1,0,0,0,1,0,0
Gm12302,0,0,0,0,0,0,0,0,0
Hs3st3b1,0,0,0,0,0,0,0,0,0
Gm10290,0,0,0,0,0,0,0,0,0
Olfr485,0,0,0,0,0,0,0,0,0
Olfr478,0,0,0,0,0,0,0,0,0
Olfr2,0,0,0,0,0,0,0,0,0
Cyp3a57,0,0,0,0,0,0,0,0,0
Zfp498,0,0,0,0,0,0,0,0,0
Olfr658,0,0,0,0,0,0,0,0,0
Olfr558,0,0,0,0,0,0,0,0,0
Art5,0,0,0,0,0,0,0,0,0
Trpc2,1,1,0,0,0,0,0,0,0
Rnf121,0,0,0,0,0,0,0,0,0
Il18bp,0,0,0,0,0,0,0,0,0
Gm6109,0,0,0,0,0,0,0,0,0
Olfr311,0,0,0,0,0,0,0,0,0
Serpinh1,0,0,0,0,0,0,0,0,0
Olfr312,0,0,0,0,0,0,0,0,0
Olfr313,0,0,0,0,0,0,0,0,0
Gm10291,0,0,0,0,0,0,0,0,0
Vmn2r89,0,0,0,0,0,0,0,0,0
Vmn2r73,0,0,0,0,0,0,0,0,0
Olfr290,0,0,0,0,0,0,0,0,0
Olfr291,0,0,0,0,0,0,0,0,0
9230112E08Rik,0,0,0,0,0,0,0,0,0
Mesdc1,0,0,0,0,0,0,0,0,0
Ccl26,0,0,0,0,0,0,0,0,0
Gm9696,0,0,0,0,0,0,0,0,0
Adamtsl3,0,0,0,1,0,0,0,0,0
Fam194a,0,0,0,0,0,0,0,0,0
Cldn3,1,1,1,0,0,0,1,0,0
9030418K01Rik,1,1,0,0,0,0,0,0,0
4930527J03Rik,0,0,0,0,0,0,0,0,0
Gm10293,0,0,0,0,0,0,0,0,0
Chchd2,0,0,0,0,0,0,1,0,0
Ctcfl,0,0,0,0,0,0,0,0,0
Tmem132b,0,1,0,1,0,1,0,0,0
BC094916,0,0,0,0,0,0,0,0,0
Fcrl6,0,0,0,0,0,0,0,0,0
Rgma,0,1,0,0,0,0,0,0,0
Gm10295,0,0,0,0,0,0,0,0,0
Rpl35a-ps6,0,0,0,0,0,0,0,0,0
Ndnl2,0,0,0,0,0,0,1,0,0
Gm6505,0,0,0,0,0,0,0,0,0
Fcrlb,0,0,0,0,0,0,1,0,0
Peg12,0,0,0,0,0,0,0,0,0
Mkrn3,0,0,0,0,0,0,0,0,0
Gm10297,0,0,0,0,0,0,0,0,0
Wfdc10,0,0,0,0,0,0,0,0,0
Wfdc16,0,0,0,0,0,0,0,0,0
Wfdc6b,0,0,0,0,0,0,0,0,0
1700084C01Rik,0,0,0,0,0,0,0,0,0
Wfdc8,0,0,0,0,0,0,0,0,0
Gm9343,0,0,0,0,0,0,0,0,0
Top1,0,0,0,0,0,0,0,0,0
Mrgprb3,0,0,0,0,0,0,0,0,0
Mrgprb1,0,0,0,0,0,0,0,0,0
Mrgprb4,0,0,0,0,0,0,0,0,0
Mrgprb5,0,0,0,0,0,0,0,0,0
Mrgprx1,0,0,0,0,0,0,0,0,0
Kcnj11,0,0,1,0,0,0,0,0,0
Spaca4,0,0,0,0,0,0,0,0,0
Ntn5,0,1,0,0,0,0,0,0,0
Rasal2,0,0,0,0,0,0,0,0,0
1700039E15Rik,0,0,0,0,0,0,0,0,0
Slc17a7,0,0,0,0,0,0,0,0,0
Gm13072,0,0,0,0,0,0,0,0,0
2310016G11Rik,0,0,0,0,0,0,0,0,0
Mn1,0,0,0,0,0,0,0,0,0
Gm572,0,0,0,0,0,0,0,0,0
Fv1,0,1,0,0,0,0,0,0,0
Gm4788,0,0,0,0,0,0,0,0,0
Vmn2r84,0,0,0,0,0,0,0,0,0
Vsig10l,0,0,0,0,0,0,0,0,0
Gm13251,0,0,0,0,0,0,0,0,0
Gm10298,0,0,0,0,0,0,0,0,0
Gm13177,0,0,0,0,0,0,0,0,0
Gm13127,0,0,0,0,0,0,1,0,0
Gm13040,0,0,0,0,0,0,0,0,0
Gm13089,0,0,0,0,0,0,0,0,0
BC080695,0,0,0,0,0,0,0,0,0
Gm13119,0,0,0,0,0,0,0,0,0
Vmn2r-ps60,0,0,0,0,0,0,0,0,0
Btbd8,1,1,0,0,0,0,0,0,0
Gm694,0,0,0,0,0,0,0,0,0
Lrrc8b,0,0,0,1,1,1,0,0,0
Gm16410,0,0,0,0,0,0,0,0,0
Sox13,0,1,1,0,0,0,0,0,0
Etnk2,0,0,1,0,0,0,0,0,0
Ren1,0,0,0,0,0,0,0,0,0
Rnf186,0,0,0,0,0,0,0,0,0
Ldlrad2,0,0,0,0,0,0,0,0,0
Gm13004,0,0,0,0,0,0,0,0,0
D5Ertd577e,0,0,0,0,0,0,0,0,0
Lactbl1,0,0,0,0,0,0,0,0,0
C87414,0,0,0,0,0,0,0,0,0
Htr1d,0,0,0,0,0,0,0,0,0
5830473C10Rik,0,0,0,0,0,0,0,0,0
Runx3,0,0,0,1,1,1,0,0,0
Gm14059,0,0,0,0,0,0,1,0,0
Cntnap5a,0,0,0,0,0,0,0,0,0
Utp3,0,0,0,0,0,0,0,0,0
Sars2,0,0,0,0,0,0,0,0,0
Csn1s1,0,0,0,0,0,0,0,0,0
Ugt2b36,0,0,0,0,0,0,0,0,0
Eid2b,0,0,0,0,0,0,0,0,0
Gtsf1l,0,0,0,0,0,0,0,0,0
1700049G17Rik,1,0,0,0,0,0,0,0,0
Gm10282,0,0,0,0,0,0,0,0,0
Gm10300,0,0,0,0,0,0,0,0,0
Pla2g4d,0,0,0,0,0,0,0,0,0
Tmem200b,1,0,1,0,0,0,0,0,0
Gm12966,0,0,0,0,0,0,0,0,0
Fam82a2,0,0,0,0,0,0,0,0,0
Rbm44,0,0,0,0,0,0,0,0,0
Fryl,0,0,0,0,0,0,0,0,0
Gm12942,0,1,1,0,0,0,0,0,0
Dgkd,0,0,0,0,0,0,0,0,0
Ceacam20,0,0,0,0,0,0,0,0,0
Rpl7a-ps8,0,0,0,0,0,0,0,0,0
Rbm47,0,0,0,0,0,0,0,0,0
BC016548,0,0,0,0,0,0,0,0,0
Psg21,0,0,0,0,0,0,0,0,0
Psg27,0,0,0,0,0,0,0,0,0
Psg25,0,0,0,0,0,0,0,0,0
Psg26,0,0,0,0,0,0,0,0,0
Pnmal2,0,0,0,0,0,0,0,0,0
Cited4,0,0,0,0,0,0,0,0,0
Zmynd12,0,0,0,0,0,0,0,0,0
Gltscr1,0,0,0,0,0,0,0,0,0
Sult2a6,0,0,0,0,0,0,0,0,0
Sult2a2,0,0,0,0,0,0,0,0,0
6330408A02Rik,0,0,0,0,0,0,0,0,0
Vmn1r87,0,0,0,0,0,0,0,0,0
Vmn1r86,0,0,0,0,0,0,0,0,0
Vmn1r85,0,0,0,0,0,0,0,0,0
Olfr1339,0,0,0,0,0,0,0,0,0
Olfr1340,0,0,0,0,0,0,0,0,0
Zscan18,1,1,1,0,0,0,0,0,0
Gm1043,0,0,0,0,0,0,0,0,0
Vmn1r72,0,0,0,0,0,0,0,0,0
Zscan4-ps2,0,0,0,0,0,0,0,0,0
Zscan4f,0,0,0,0,0,0,0,0,0
Gm13015,0,0,0,0,0,0,0,0,0
Aurkc,0,0,0,0,0,0,0,0,0
Vmn2r34,0,0,0,0,0,0,0,0,0
Vmn2r42,0,0,0,0,0,0,0,0,0
Vmn2r-ps44,0,0,0,0,0,0,0,0,0
Vmn2r30,0,0,0,0,0,0,0,0,0
Gm10302,0,0,0,0,0,0,0,0,0
Vmn2r32,0,0,0,0,0,0,0,0,0
Gm4073,0,0,0,0,0,0,0,0,0
Olfr1121,0,0,0,0,0,0,0,0,0
Olfr1120,0,0,0,0,0,0,0,0,0
Olfr1116-ps,0,0,0,0,0,0,0,0,0
Olfr1115,0,0,0,0,0,0,0,0,0
Olfr1113,0,0,0,0,0,0,0,0,0
Gm1673,0,0,0,0,0,0,1,0,0
Zfp804a,0,0,0,0,0,0,0,0,0
Gm12824,0,1,0,1,0,1,0,0,0
Skint3,0,0,0,0,0,0,0,0,0
Cryge,0,0,0,0,0,0,0,0,0
Ccnyl1,0,0,0,0,0,0,0,0,0
Lilra5,0,0,0,0,0,0,0,0,0
Olfr1100,0,0,0,0,0,0,0,0,0
Ldlrad1,0,0,0,0,0,0,0,0,0
Gad1,1,1,1,1,0,1,0,0,0
4930578N16Rik,1,0,1,0,0,0,0,0,0
Gm10304,0,0,0,0,0,0,0,0,0
Pgap1,0,0,0,0,0,0,0,0,0
Gm12794,0,0,0,0,0,0,0,0,0
Gm12689,0,0,0,0,0,0,0,0,0
Gm10305,0,0,0,0,0,0,0,0,0
Rpl23a-ps1,0,0,0,0,0,0,0,0,0
Gm10306,0,0,0,0,0,0,0,0,0
Zfp352,0,0,0,0,0,0,0,0,0
Ifna1,0,0,0,0,0,0,0,0,0
Ifna4,0,0,0,0,0,0,0,0,0
Ifna11,0,0,0,0,0,0,0,0,0
Ifna7,0,0,0,0,0,0,0,0,0
Gm13288,0,0,0,0,0,0,0,0,0
Klhl9,0,0,0,0,0,0,0,0,0
Speer4d,0,0,0,0,0,0,0,0,0
Rraga,0,0,0,0,0,0,0,0,0
Tgfbrap1,0,0,0,0,0,0,0,0,0
Gm6455,0,0,0,0,0,0,0,0,0
Il1rl2,0,0,0,0,0,0,0,0,0
Olfr356,0,0,0,0,0,0,0,0,0
Gm428,0,0,0,0,0,0,0,0,0
Rabepk,0,0,0,0,0,0,0,0,0
Gm10307,0,0,0,0,0,0,1,0,0
Dnajc25,0,0,0,0,0,0,0,0,0
Defb44-ps,0,0,0,0,0,0,0,0,0
Actl7a,0,0,0,0,0,0,0,0,0
Actl7b,0,0,0,0,0,0,0,0,0
Olfr270,0,0,0,0,0,0,0,0,0
4930552N02Rik,0,0,0,0,0,0,0,0,0
Acnat1,0,0,0,0,0,0,0,0,0
Foxe1,1,1,1,0,0,0,1,0,0
Gm6313,0,0,0,0,0,0,0,0,0
1700055D18Rik,0,0,0,0,0,0,0,0,0
Ccin,0,0,0,0,0,0,0,0,0
Olfr155,0,0,0,0,0,0,0,0,0
Hrct1,0,0,0,0,0,0,0,0,0
Ccl21a,0,0,0,0,0,0,0,0,0
Ccl19,0,0,0,0,0,0,0,0,0
Ndufb6,0,0,0,0,0,0,1,0,0
Gm136,0,0,0,0,0,0,0,0,0
Sdr16c6,0,0,0,0,0,0,0,0,0
Gm10308,0,0,0,0,0,0,0,0,0
Gm5499,0,0,0,0,0,0,0,0,0
Gm10309,0,0,0,0,0,0,0,0,0
1700106N22Rik,1,1,1,0,0,0,0,0,0
Gm9386,0,0,0,0,0,0,0,0,0
Gm15210,0,0,0,0,0,0,0,0,0
Rasgrp3,0,0,0,0,0,0,0,0,0
Ces1a,0,0,0,0,0,0,0,0,0
Rpl7a-ps5,0,0,0,0,0,0,1,0,0
Safb,0,0,0,0,0,0,0,0,0
Zfp827,0,0,0,0,0,0,0,0,0
Olfr806,0,0,0,0,0,0,0,0,0
Treml2,0,0,0,0,0,0,0,0,0
Ptges3,1,0,0,0,0,0,0,0,0
Gm88,0,0,0,0,0,0,0,0,0
Yipf3,0,0,0,0,0,0,0,0,0
Jund,0,0,0,0,0,0,1,0,0
Gm9104,0,0,0,0,0,0,0,0,0
Nr2c2ap,0,0,0,0,0,0,1,0,0
Gm10311,1,0,1,0,0,0,0,0,0
Olfr761,0,0,0,0,0,0,0,0,0
Trim75,0,0,0,0,0,0,0,0,0
Gm10313,0,0,0,0,0,0,0,0,0
1700029J07Rik,1,1,1,1,0,0,0,0,0
Ccdc110,0,0,0,0,0,0,0,0,0
4732465J04Rik,0,0,0,0,0,0,0,0,0
B230216G23Rik,0,0,0,0,0,0,0,0,0
Mboat4,0,0,0,0,0,0,0,0,0
Tex24,0,0,0,0,0,0,0,0,0
Rpl36a-ps3,0,0,0,0,0,0,0,0,0
Tas2r140,0,0,0,0,0,0,0,0,0
Tas2r115,0,0,0,0,0,0,0,0,0
Tas2r121,0,0,0,0,0,0,0,0,0
Gm4799,0,0,1,0,0,0,0,0,0
Gm156,0,0,0,0,0,0,0,0,0
Defa25,0,0,0,0,0,0,0,0,0
Gm6040,0,0,0,0,0,0,0,0,0
Defb46,0,0,0,0,0,0,0,0,0
Srsf3,1,1,1,0,0,0,0,0,0
Arhgef10,0,0,0,0,0,0,0,0,0
Serpina1d,0,0,0,0,0,0,0,0,0
Serpina1b,0,0,0,0,0,0,0,0,0
Gm46,0,0,0,0,0,0,0,0,0
2810008M24Rik,0,0,0,0,0,0,0,0,0
3830408C21Rik,1,0,0,0,0,0,0,0,0
Olfr1357,0,0,0,0,0,0,0,0,0
Olfr1358,0,0,0,0,0,0,0,0,0
Wfikkn1,0,0,0,0,0,0,1,0,1
Gm4938,0,0,0,0,0,0,0,0,0
Gm10318,0,0,0,0,0,0,0,0,0
Ccdc78,0,0,0,0,0,0,0,0,0
Naip5,0,0,0,0,0,0,0,0,0
Gm10319,0,0,0,0,0,0,0,0,0
Gm8587,0,0,0,0,0,0,0,0,0
Oog1,0,0,0,0,0,0,0,0,0
Gm2022,0,0,0,0,0,0,0,0,0
Gm10320,0,0,0,0,0,0,0,0,0
Cecr2,1,1,1,0,0,0,0,0,0
Timm8a2,0,0,0,0,0,0,0,0,0
Npw,0,0,0,0,0,0,0,0,0
Tmem90a,0,0,0,0,0,0,0,0,0
Vrtn,0,0,0,0,0,0,0,0,0
Gm6253,0,0,0,0,0,0,0,0,0
Gm4666,0,0,0,0,0,0,0,0,0
Gm6219,0,0,0,0,0,0,0,0,0
2210408I21Rik,1,1,1,0,0,0,0,0,0
Slc25a16,0,0,0,0,0,0,0,0,0
Zfp213,0,0,0,0,0,0,0,0,0
Zfp957,0,0,0,0,0,0,0,0,0
1700086L19Rik,0,0,0,0,0,0,0,0,0
Zfp946,1,1,0,0,0,0,0,0,0
Zfp942,0,0,0,0,0,0,0,0,0
Rpl9-ps4,0,0,0,0,0,0,0,0,0
Gm5145,0,0,0,0,0,0,0,0,0
Fpr-rs6,0,0,0,0,0,0,0,0,0
Fpr-rs7,0,0,0,0,0,0,0,0,0
Gm10322,0,0,0,0,0,0,0,0,0
Zfp71-rs1,0,0,0,0,0,0,0,0,0
Zfp738,0,0,0,0,0,0,0,0,0
Zfp87,0,0,0,0,0,0,0,0,0
Sowahc,0,0,0,0,0,0,0,0,0
Zfp58,0,0,0,0,0,1,0,0,0
Gm5451,0,0,0,0,0,0,0,0,0
Gm5196,0,0,0,0,0,0,0,0,0
Gm10323,0,0,0,0,0,0,0,0,0
Gm10324,0,0,0,0,0,0,0,0,0
Rps8-ps1,0,0,0,0,0,0,0,0,0
Gpr31c,0,0,0,0,0,0,0,0,0
Bves,0,0,0,1,1,1,0,0,0
Gm4795,0,0,0,0,0,0,0,0,0
Gm9034,0,0,0,0,0,0,0,0,0
Tcp10a,0,0,0,0,0,0,0,0,0
Armc2,1,1,1,0,0,0,0,0,0
Gm7555,0,0,0,0,0,0,0,0,0
E230015B07Rik,0,0,0,0,0,0,0,0,0
G630090E17Rik,0,0,0,0,0,0,0,0,0
Tia1,1,1,1,0,0,0,0,0,0
Bet3l,0,0,0,0,0,0,0,0,0
Egr4,0,0,0,0,0,0,0,0,0
Gm889,0,0,1,0,0,0,0,0,0
Gm10327,0,0,1,0,0,0,0,0,0
C1qtnf9,0,0,0,0,0,0,0,0,0
Setdb2,0,0,0,0,0,0,0,0,0
Reg3b,0,0,0,0,0,0,0,0,0
Tbpl1,0,0,0,0,0,0,0,0,0
Mcpt9,0,0,0,0,0,0,0,0,0
Gm10330,0,0,0,0,0,0,0,0,0
Map3k5,0,1,0,0,0,0,0,0,0
Hpcal1,0,0,0,0,0,0,0,0,0
